,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1898,GGuA,HM,,,1," Geh. Regierungsrath Professor Dr. Carl Schirren, Kiel. 1862. 
"
2,1898,GGuA,HM,,,2," Wirkl. Staatsrath Dr. jur. August v. (Dettingen, Riga. 1866. 
"
3,1898,GGuA,HM,,,3," Pastor Dr. August Bielenstein, Doblen in Kurland. 1869. 
"
4,1898,GGuA,HM,,,4," Geheimer Medicinalrath Professor Dr. Rudolf Vir-chow, Berlin. 1877. 
"
5,1898,GGuA,HM,,,5," Wirkl. Staatsrath Professor Dr. Leo Meyer, Jurjew (Dorpat). 1884. 
"
6,1898,GGuA,HM,,,6," Professor Dr. Friedrich Bienemann sen., Freiburg i. Br. 1884. 
"
7,1898,GGuA,HM,,,7," Königl. schwedischer Reichsarchivar a. D. Dr. Carl Gustaf Malmström, Stockholm. 1884. 
"
8,1898,GGuA,HM,,,8," Staatsrath Dr. Eugen v. Nottbeck, Reval. 1894. 
"
9,1898,GGuA,HM,,,9," Gräfin Praskowja SergejewnaTJwarow, Präsi­dent der Kaiserlichen archäologischen Gesellschaft zu Moskau. 1894. 
"
10,1898,GGuA,HM,,,10," Dr. Stanislaus Smolka, Generalsecretair der Aka­demie der Wissenschaften zu Krakau. 1894. 
"
11,1898,GGuA,HM,,,11," Wirkl. Staatsrath Professor Dr. Richard Hausmann, Jurjew (Dorpat). 1895. Derzeitiges Mitglied des Direc-toriums der Gesellschaft. 
"
12,1898,GGuA,HM,,,12," Stadtarchivar Gotthard v. Hansen, Reval. 1896. 
"
13,1898,GGuA,PM,,,1," Geheimrath Graf Emanuel Sievers, Oberhofmeister des Kaiserl. Hofes und Senateur, auf Schloss Wenden in Livland. 1856. 13 194 
"
14,1898,GGuA,CM,,,1," Professor Dr. Carl Lohmeyer, Königsberg. 1862. 
"
15,1898,GGuA,CM,,,2," Geh. Regierungsrath Dr. Julius v. Eckardt, kaiserl. deutscher Generalconsul in Basel. 1868. 
"
16,1898,GGuA,CM,,,3," Wirkl. Staatsrath Julius Iversen, St. Petersburg. 1872. 
"
17,1898,GGuA,CM,,,4," Professor Dr. Konstantin Höhlbaum, Giessen. 1873. 
"
18,1898,GGuA,CM,,,5," Stadtarchivar Dr. Karl Koppmann, Rostock. 1876. 
"
19,1898,GGuA,CM,,,6," Professor Dr. Goswin Freiherr von der Ropp, Marburg. 1876. 
"
20,1898,GGuA,CM,,,7," Professor Dr. Georg Dehio, Strassburg. 1877. 
"
21,1898,GGuA,CM,,,8," Dr. Max Perlbach, Oberbibliothekar an der Uni­versitätsbibliothek zu Halle a. d. Saale. 1877. 
"
22,1898,GGuA,CM,,,9," Dr. William Mollerup, Kopenhagen. 1881. 
"
23,1898,GGuA,CM,,,10," Königl. schwedischer Reichsheraldiker Major Karl Arvid v. Klingspor, Upsala. 1883. 
"
24,1898,GGuA,CM,,,11," Oberlehrer Heinrich Diederichs, Mitau. 1884. 
"
25,1898,GGuA,CM,,,12," Universitätsarchitekt a. D. Reinhold Guleke, Jurjew (Dorpat). 1884. 
"
26,1898,GGuA,CM,,,13," Professor Dr. Theodor Schiemann, Berlin. 1884. 
"
27,1898,GGuA,CM,,,14," Wirkl. Staatsrath Carl v. Vetterlein, Bibliothekar an der Kaiserlichen öffentlichen Bibliothek zu St. Pe­tersburg. 1884. 
"
28,1898,GGuA,CM,,,15," Christian Giel, St. Petersburg. 1886. 
"
29,1898,GGuA,CM,,,16," Professor Dr. Wilhelm Stieda, Leipzig. 1887. 
"
30,1898,GGuA,CM,,,17," Königl. Baurath Dr. phil. Konrad Steinbrecht, Marienburg in Preussen. 1889. 
"
31,1898,GGuA,CM,,,18," Herausgeber des baltischen Urkundenbuchs Leonid Arbusow, Riga. 1889. Derzeitiges Mitglied des Directoriums der Gesellschaft. 
"
32,1898,GGuA,CM,,,19," Dr. med. Gustav Otto, Mitau. 1890. 
"
33,1898,GGuA,CM,,,20," Staatsrath Dr. Joseph Girgensohn, Berlin. 1894. 
"
34,1898,GGuA,CM,,,21," Bibliothekar der Stadt Berlin Dr. Arend Buchholtz, Berlin. 1894. 
"
35,1898,GGuA,CM,,,22," Professor Dr. Dietrich Schaefer, Heidelberg. 1894. 195 
"
36,1898,GGuA,CM,,,23," Custos der Universitätsbibliothek zu Rostock Dr. Ad. Hofmeister. 1894. 
"
37,1898,GGuA,CM,,,24," RitterschaftssecretairHaraldBaronToll,Reval. 1894. 
"
38,1898,GGuA,CM,,,25," Dr. Alexander Bergengrün, Schwerin. 1894. 
"
39,1898,GGuA,CM,,,26," Oberlehrer Oscar Stavenhagen, Berlin. 1895. 
"
40,1898,GGuA,CM,,,27," Dr. med. Johannes Sachssendahl, Jewe. 1896. 
"
41,1898,GGuA,CM,,,28," Professor emer. Alexander Rosenberg, Jurjew (Dorpat). 1896. 
"
42,1898,GGuA,CM,,,29," Mag. Alfred Hackman, Helsingfors. 1896. 
"
43,1898,GGuA,CM,,,30," Dr. Hjalmar Appelgreen, Helsingfors. 1896. 
"
44,1898,GGuA,CM,,,31," Präsident der Moskauschen numismatischen Gesellschaft und Secretair der Kaiserl. archäologischen Gesellschaft zu  Moskau  Wladimir  Kons tan t inowi tsch  Tru-towski. 1897. 
"
45,1898,GGuA,CM,,,32," Conservator am hist. Museum zu Moskau Wladimir Iljitsch Ssisow. 1897. 
"
46,1898,GGuA,CM,,,33," Staatsarchivar Archivrath Dr. Erich Joachim, Königsberg. 1897. 
"
47,1898,GGuA,CM,,,34," Dr. August Seraphim, Königsberg. 1897. 
"
48,1898,GGuA,CM,,,35," Cand. hist. Axel v. Gernet, St. Petersburg. 1897. 
"
49,1898,GGuA,OM,,,1," Rigaseber Bürgermeister a. D. Gustav Hernmarck, Meran. 1840. 
"
50,1898,GGuA,OM,,,2," Buchhändler Nikolai Kymmel sen., Riga. 1843. 
"
51,1898,GGuA,OM,,,3," Vice-Präsident des livländischen Hofgerichts a. D., Woldemar v. Bock, Bamberg. 1845. 
"
52,1898,GGuA,OM,,,4," Mag. jur. Friedrich Sticinsky, dim. Secretair des livländischen Hofgerichts, Riga. 1856. 
"
53,1898,GGuA,OM,,,5," Staatsrath Wilhelm Schwartz, Riga. 1857. 
"
54,1898,GGuA,OM,,,6," Dim. Stadthaupt Julius Peter Rehsche, Arensburg. 1858. 
"
55,1898,GGuA,OM,,,7," Rigascher Rathsherr a.D. Alexander Faltin, Wies­baden. 1860. 13* 196 
"
56,1898,GGuA,OM,,,8," Gymnasialdirector a. D. Staatsrath Alfred Büttner. Riga. 1862. 
"
57,1898,GGuA,OM,,,9," Dr. med. Woldemar v. Gutzeit, Riga. 1862. 
"
58,1898,GGuA,OM,,,10," Oberlehrer des Stadtgymnasiums a. D. Staatsrath Dr. Robert Gross, Goldingen. 1862. 
"
59,1898,GGuA,OM,,,11," Oberlehrer des Stadtgymnasiums a. D. Staatsrath Carl Hall er, Riga. 1863. 
"
60,1898,GGuA,OM,,,12," Hofrath Adolf Klingenberg, Riga. 1865. 
"
